district,traffic,weather,intervention,density,stress,roi
Bangsar,6311.470201795193,1,0,6500,40.6,0.0
Cheras,5262.551252018782,0,1,9500,29.3,0.072
Bukit Bintang,7575.48925882808,1,3,11000,46.9,0.0
Bukit Bintang,8276.610283368795,2,3,11000,71.4,0.0
Bangsar,5399.515576436096,2,1,6500,51.0,0.049
Bukit Bintang,7483.24248122693,0,3,11000,46.4,0.0
Bukit Bintang,7586.005682257579,0,1,11000,40.9,0.083
Bukit Bintang,8145.797123144432,2,3,11000,70.7,0.0
Cheras,5933.895872589891,0,1,9500,32.7,0.072
Bangsar,5670.577705938527,1,1,6500,31.4,0.049
Cheras,6861.086134226834,1,2,9500,43.3,0.135
Cheras,7080.197061587158,1,3,9500,44.4,0.0
Bukit Bintang,8071.672828984864,2,0,11000,70.4,0.0
Cheras,5963.33506068053,0,2,9500,53.8,0.018
Bukit Bintang,8746.928755760866,2,0,11000,73.7,0.0
Bukit Bintang,8286.648481075927,2,3,11000,71.4,0.0
Cheras,6897.762787936448,0,1,9500,37.5,0.072
Cheras,7190.575858194582,2,0,9500,66.0,0.0
Bukit Bintang,7654.056218108327,1,2,11000,47.3,0.156
Bangsar,5847.665312121911,2,1,6500,53.2,0.049
Bukit Bintang,8089.498464447214,2,1,11000,64.4,0.083
Bukit Bintang,7650.679072564072,0,2,11000,62.3,0.021
Bangsar,5648.911484304542,2,3,6500,58.2,0.0
Bukit Bintang,7957.883136915985,1,1,11000,42.8,0.083
Bangsar,5855.011133210588,2,0,6500,59.3,0.0
Bukit Bintang,9191.098527365373,2,0,11000,76.0,0.0
Bukit Bintang,9244.225283992697,1,0,11000,55.2,0.0
Bukit Bintang,8748.822151516788,1,1,11000,46.7,0.083
Cheras,6751.71063549643,1,1,9500,36.8,0.072
Bukit Bintang,7413.143612545817,2,1,11000,61.1,0.083
Cheras,7150.401384080548,2,2,9500,65.8,0.135
Bangsar,5148.275580863967,1,2,6500,34.7,0.092
Bangsar,5180.5538790331075,2,1,6500,49.9,0.049
Cheras,6874.417754824455,2,2,9500,64.4,0.135
Bukit Bintang,9210.80098863348,2,0,11000,76.1,0.0
Bangsar,4572.1980390679655,1,0,6500,31.9,0.0
Bangsar,5483.188892931944,2,0,6500,57.4,0.0
Cheras,6343.157209377584,2,1,9500,55.7,0.072
Cheras,6362.87118185934,2,1,9500,55.8,0.072
Bangsar,5452.209976874819,2,0,6500,57.3,0.0
Bangsar,4840.354317896932,0,2,6500,48.2,0.012
Cheras,7567.277574145338,2,2,9500,67.8,0.135
Bukit Bintang,7551.315546543488,0,3,11000,46.8,0.0
Cheras,5927.203332191305,2,0,9500,59.6,0.0
Bangsar,5717.233285955464,2,1,6500,52.6,0.049
Bangsar,5952.130200065721,2,3,6500,59.8,0.0
Bangsar,5199.985700558928,1,3,6500,35.0,0.0
Bukit Bintang,7529.157495344106,0,2,11000,61.6,0.021
Cheras,6746.491063060711,0,0,9500,42.7,0.0
Bangsar,4836.843276004194,0,1,6500,27.2,0.049
Cheras,5816.8167112694955,0,2,9500,53.1,0.018
Bukit Bintang,8542.23049991742,1,2,11000,51.7,0.156
Cheras,7187.301157686786,2,2,9500,65.9,0.135
Bukit Bintang,9555.916149384351,2,2,11000,77.8,0.156
Cheras,7186.329531830041,2,0,9500,65.9,0.0
Cheras,7047.787717271747,2,3,9500,65.2,0.0
Cheras,7046.296118014834,1,0,9500,44.2,0.0
Bukit Bintang,8725.712196688291,2,0,11000,73.6,0.0
Bangsar,4294.8656522928695,2,3,6500,51.5,0.0
Bukit Bintang,8756.672258049268,1,0,11000,52.8,0.0
Bangsar,5318.60675970655,1,2,6500,35.6,0.092
Cheras,5779.973920028434,0,0,9500,37.9,0.0
Cheras,6364.783552115156,0,2,9500,55.8,0.018
Cheras,8467.9330077719,1,3,9500,51.3,0.0
Bukit Bintang,9477.354095890434,1,3,11000,56.4,0.0
Bukit Bintang,7279.711461509074,0,1,11000,39.4,0.083
Bangsar,5882.0514042231325,1,2,6500,38.4,0.092
Cheras,5510.955949210788,0,0,9500,36.6,0.0
Cheras,7152.3438883048175,1,3,9500,44.8,0.0
Bangsar,5042.865321204891,1,3,6500,34.2,0.0
Cheras,6665.868475817146,1,2,9500,42.3,0.135
Bangsar,4761.083388883308,2,3,6500,53.8,0.0
Cheras,6325.199993075714,0,3,9500,40.6,0.0
Bukit Bintang,8594.260340631974,2,2,11000,73.0,0.156
Bukit Bintang,7293.0954674705445,0,1,11000,39.5,0.083
Bangsar,5386.1020232795245,1,2,6500,35.9,0.092
Cheras,7130.954836456373,2,3,9500,65.7,0.0
Cheras,7321.04458166884,1,1,9500,39.6,0.072
Bukit Bintang,7392.202589698332,2,1,11000,61.0,0.083
Cheras,7149.509635948891,1,0,9500,44.7,0.0
Bangsar,5522.034373526898,2,0,6500,57.6,0.0
Bangsar,4705.128748375822,0,3,6500,32.5,0.0
Bangsar,5625.734069988127,2,0,6500,58.1,0.0
Bangsar,4730.913697776816,2,2,6500,53.7,0.092
Bukit Bintang,8241.899902336654,2,0,11000,71.2,0.0
Cheras,7883.1061127129315,1,1,9500,42.4,0.072
Bangsar,6155.3203116302475,2,3,6500,60.8,0.0
Cheras,7728.533304923344,1,1,9500,41.6,0.072
Bangsar,4977.26792683281,0,3,6500,33.9,0.0
Bukit Bintang,7838.823794392418,2,1,11000,63.2,0.083
Cheras,7097.644210202102,2,0,9500,65.5,0.0
Bukit Bintang,6919.1077000395935,0,3,11000,43.6,0.0
Bukit Bintang,8975.511501655588,2,0,11000,74.9,0.0
Bangsar,5873.238978308659,2,3,6500,59.4,0.0
Cheras,6918.069469800961,2,2,9500,64.6,0.135
Bangsar,5202.763350403267,2,2,6500,56.0,0.092
Bangsar,4642.468980743384,0,3,6500,32.2,0.0
Cheras,6845.714133507009,0,3,9500,43.2,0.0
Bukit Bintang,6236.105369282765,0,1,11000,34.2,0.083
Bangsar,4505.209893639574,0,0,6500,31.5,0.0
Bukit Bintang,7682.75402003303,1,0,11000,47.4,0.0
Bukit Bintang,8580.45767329109,2,3,11000,72.9,0.0
Cheras,7337.1919524378245,1,3,9500,45.7,0.0
Cheras,6620.88477465237,1,2,9500,42.1,0.135
Bangsar,4871.040049100929,1,2,6500,33.4,0.092
Cheras,7655.474805690839,1,3,9500,47.3,0.0
Bukit Bintang,7992.988079661972,1,3,11000,49.0,0.0
Bukit Bintang,8236.547413497161,1,3,11000,50.2,0.0
Bangsar,5630.64510656392,2,1,6500,52.2,0.049
Cheras,6813.115537145428,2,1,9500,58.1,0.072
Bukit Bintang,8139.398474187711,2,1,11000,64.7,0.083
Bangsar,5150.786306618306,2,1,6500,49.8,0.049
Bukit Bintang,9031.795553430944,2,1,11000,69.2,0.083
Cheras,6025.605042061927,2,3,9500,60.1,0.0
Bukit Bintang,7818.785208566624,2,3,11000,69.1,0.0
Cheras,7102.931412527976,1,2,9500,44.5,0.135
Cheras,7504.156472930381,1,3,9500,46.5,0.0
Bangsar,5417.101874439077,2,3,6500,57.1,0.0
Bangsar,6502.522924886141,2,1,6500,56.5,0.049
Cheras,6424.7467492617225,0,2,9500,56.1,0.018
Cheras,4912.881339043021,0,3,9500,33.6,0.0
Bukit Bintang,7658.806296938209,0,0,11000,47.3,0.0
Bukit Bintang,8284.972098674481,2,3,11000,71.4,0.0
Bangsar,6341.6561386288595,2,3,6500,61.7,0.0
Bukit Bintang,8034.5321622436595,2,1,11000,64.2,0.083
Bukit Bintang,9214.897202732249,1,0,11000,55.1,0.0
Cheras,6719.168842589264,1,0,9500,42.6,0.0
Bangsar,5611.640118455503,1,2,6500,37.1,0.092
Bangsar,5707.461303758478,2,2,6500,58.5,0.092
Bukit Bintang,8177.711196733492,1,3,11000,49.9,0.0
Bangsar,6256.260898733773,1,0,6500,40.3,0.0
Cheras,7877.762979922959,2,0,9500,69.4,0.0
Bangsar,5403.111252331311,2,3,6500,57.0,0.0
Cheras,7194.856459369567,2,2,9500,66.0,0.135
Bangsar,5048.430895123343,2,1,6500,49.2,0.049
Bukit Bintang,8242.190838530343,2,0,11000,71.2,0.0
Bukit Bintang,6412.78967581508,0,0,11000,41.1,0.0
Bukit Bintang,8493.179542868726,1,2,11000,51.5,0.156
Bukit Bintang,7435.08556746784,0,2,11000,61.2,0.021
Bukit Bintang,9120.722316559039,2,0,11000,75.6,0.0
Cheras,6796.801985213591,1,0,9500,43.0,0.0
Bangsar,5375.584526864616,0,2,6500,50.9,0.012
Cheras,6675.16599652993,1,1,9500,36.4,0.072
Bukit Bintang,8716.866392326687,1,2,11000,52.6,0.156
Cheras,5857.176691095244,0,0,9500,38.3,0.0
Bangsar,6254.46855847428,2,1,6500,55.3,0.049
Cheras,6695.969236323145,0,0,9500,42.5,0.0
Cheras,6642.424418410802,2,3,9500,63.2,0.0
Bukit Bintang,9492.651896441146,2,3,11000,77.5,0.0
Bukit Bintang,7724.17158481459,2,3,11000,68.6,0.0
Bukit Bintang,8205.075113993093,2,0,11000,71.0,0.0
Cheras,7455.138343219316,1,1,9500,40.3,0.072
Bukit Bintang,6788.543483098195,0,0,11000,42.9,0.0
Cheras,6825.443943200732,1,0,9500,43.1,0.0
Bukit Bintang,8057.044293065207,1,2,11000,49.3,0.156
Bukit Bintang,7909.086319686596,2,0,11000,69.5,0.0
Cheras,7569.698667510127,2,2,9500,67.8,0.135
Cheras,5965.665020557614,1,3,9500,38.8,0.0
Cheras,6887.991385511584,0,2,9500,58.4,0.018
Cheras,6151.754261475405,2,2,9500,60.8,0.135
Bangsar,5016.773324202029,0,2,6500,49.1,0.012
Bangsar,5156.1219584249475,2,2,6500,55.8,0.092
Cheras,5596.15761642741,2,1,9500,52.0,0.072
Cheras,6347.486292769039,0,3,9500,40.7,0.0
Cheras,6697.013269163133,1,3,9500,42.5,0.0
Bukit Bintang,9179.993267151041,2,0,11000,75.9,0.0
Bangsar,5557.540935816065,1,3,6500,36.8,0.0
Bangsar,6124.513299521039,1,1,6500,33.6,0.049
Bukit Bintang,8610.016468474898,2,1,11000,67.1,0.083
Bangsar,4524.050110155648,0,2,6500,46.6,0.012
Cheras,5983.931247791111,0,3,9500,38.9,0.0
Bangsar,5423.720265367765,0,0,6500,36.1,0.0
Cheras,7599.983392003552,1,3,9500,47.0,0.0
Cheras,7319.520516744469,2,2,9500,66.6,0.135
Bangsar,5002.07838881439,1,1,6500,28.0,0.049
Bangsar,4575.18831381465,0,0,6500,31.9,0.0
Bukit Bintang,8820.867839385828,2,2,11000,74.1,0.156
Bukit Bintang,7205.798313030412,0,1,11000,39.0,0.083
Bukit Bintang,7072.749306142406,0,0,11000,44.4,0.0
Bukit Bintang,7261.321125130676,0,0,11000,45.3,0.0
Bukit Bintang,7853.333785064737,0,1,11000,42.3,0.083
Bangsar,5363.126585130532,2,1,6500,50.8,0.049
Cheras,6196.606964747798,0,0,9500,40.0,0.0
Cheras,6742.29786050736,1,2,9500,42.7,0.135
Bangsar,4961.561648118037,0,2,6500,48.8,0.012
Cheras,6393.115889382261,0,3,9500,41.0,0.0
Cheras,7020.234758400637,1,0,9500,44.1,0.0
Bukit Bintang,7271.93400391225,0,2,11000,60.4,0.021
Bangsar,3648.1116879396955,0,3,6500,27.2,0.0
Cheras,7795.286797770707,1,0,9500,48.0,0.0
Bukit Bintang,8385.127647286716,1,1,11000,44.9,0.083
Bukit Bintang,7822.238883597082,2,2,11000,69.1,0.156
Cheras,7079.258716220198,1,0,9500,44.4,0.0
Cheras,7971.073144666259,1,1,9500,42.9,0.072
Bangsar,6303.907609549724,2,0,6500,61.5,0.0
Bangsar,5357.434088810875,1,1,6500,29.8,0.049
Bangsar,6029.03780714722,2,2,6500,60.1,0.092
Cheras,6687.917230893907,0,1,9500,36.4,0.072
Cheras,6115.30490830688,1,1,9500,33.6,0.072
Cheras,7043.199685928274,1,2,9500,44.2,0.135
Bukit Bintang,6973.093835025478,0,1,11000,37.9,0.083
Bukit Bintang,7245.1849085099275,0,3,11000,45.2,0.0
Cheras,7324.228671764106,2,0,9500,66.6,0.0
Bukit Bintang,8092.241161000952,2,0,11000,70.5,0.0
Bukit Bintang,8843.293709136806,1,1,11000,47.2,0.083
Bangsar,4547.838217904517,0,2,6500,46.7,0.012
Bangsar,4961.929335723316,2,3,6500,54.8,0.0
Cheras,6746.449042768593,2,2,9500,63.7,0.135
Bukit Bintang,8000.470980020015,0,1,11000,43.0,0.083
Bangsar,5382.376434504325,2,2,6500,56.9,0.092
Bukit Bintang,8834.26395393208,1,0,11000,53.2,0.0
Bangsar,4923.075365240894,0,2,6500,48.6,0.012
Bukit Bintang,8557.845237291085,2,2,11000,72.8,0.156
Bangsar,4738.006661612187,2,1,6500,47.7,0.049
Bangsar,5753.640309763079,2,0,6500,58.8,0.0
Bukit Bintang,8636.801465839877,1,0,11000,52.2,0.0
Bangsar,4564.700409922657,1,3,6500,31.8,0.0
Bangsar,6165.583304999722,2,2,6500,60.8,0.092
Bangsar,4667.6211703541685,2,3,6500,53.3,0.0
Bangsar,4751.130234044304,0,2,6500,47.8,0.012
Bukit Bintang,8229.412204803131,0,3,11000,50.1,0.0
Cheras,7075.782996082653,2,2,9500,65.4,0.135
Bangsar,6341.650687147681,2,0,6500,61.7,0.0
Bukit Bintang,8537.257180414059,2,1,11000,66.7,0.083
Bangsar,4384.369935415518,0,3,6500,30.9,0.0
Cheras,7014.174214702129,2,2,9500,65.1,0.135
Bangsar,5142.904787760281,1,0,6500,34.7,0.0
Bukit Bintang,7606.710820828225,0,2,11000,62.0,0.021
Bukit Bintang,9605.54170324288,1,1,11000,51.0,0.083
Bukit Bintang,8956.638558763036,2,1,11000,68.8,0.083
Cheras,6672.967956571934,0,0,9500,42.4,0.0
Bangsar,5728.126834894955,2,0,6500,58.6,0.0
Bangsar,4260.68673371322,0,0,6500,30.3,0.0
Bukit Bintang,8982.681276878651,2,3,11000,74.9,0.0
Bukit Bintang,8503.659555041257,1,0,11000,51.5,0.0
Bangsar,5622.952294531196,1,0,6500,37.1,0.0
Bangsar,5623.475327443293,2,3,6500,58.1,0.0
Bukit Bintang,7166.912223919753,0,1,11000,38.8,0.083
Bangsar,5003.415570099674,1,3,6500,34.0,0.0
Bangsar,5655.626837196288,2,1,6500,52.3,0.049
Cheras,7028.402346561504,2,0,9500,65.1,0.0
Cheras,6582.815231596499,0,1,9500,35.9,0.072
Bangsar,5720.491721538886,2,3,6500,58.6,0.0
Cheras,7382.132301863792,2,3,9500,66.9,0.0
Bukit Bintang,6768.701323326684,0,3,11000,42.8,0.0
Bukit Bintang,7166.125928713586,0,0,11000,44.8,0.0
Bukit Bintang,8507.896186163527,1,2,11000,51.5,0.156
Bangsar,5213.675600086724,2,3,6500,56.1,0.0
Cheras,6412.088957610946,2,0,9500,62.1,0.0
Bangsar,4839.8306650603945,0,2,6500,48.2,0.012
Bangsar,6655.707326184055,2,2,6500,63.3,0.092
Cheras,6694.821017824582,2,2,9500,63.5,0.135
Bangsar,4950.307357711998,0,1,6500,27.8,0.049
Cheras,7190.805883030883,2,3,9500,66.0,0.0
Bangsar,5363.130078086707,2,3,6500,56.8,0.0
Cheras,6907.839060401419,2,1,9500,58.5,0.072
Bangsar,5075.014123909611,0,0,6500,34.4,0.0
Bukit Bintang,8398.452323471816,2,1,11000,66.0,0.083
Bukit Bintang,7971.9559511499165,1,1,11000,42.9,0.083
Cheras,6338.703100887267,2,2,9500,61.7,0.135
Bukit Bintang,8486.529699186029,1,0,11000,51.4,0.0
Bukit Bintang,8862.956755512707,1,0,11000,53.3,0.0
Bangsar,6034.095191816697,2,1,6500,54.2,0.049
Bangsar,6006.03725285358,2,0,6500,60.0,0.0
Bangsar,4687.798021886845,0,3,6500,32.4,0.0
Bukit Bintang,9344.328757467618,2,3,11000,76.7,0.0
Cheras,7581.439405128724,1,3,9500,46.9,0.0
Cheras,7681.1239325034,1,3,9500,47.4,0.0
Bukit Bintang,7899.809844903362,2,3,11000,69.5,0.0
Bangsar,4990.349156159549,2,1,6500,49.0,0.049
Bukit Bintang,7755.086902057134,2,3,11000,68.8,0.0
Bangsar,5092.997930414014,1,3,6500,34.5,0.0
Cheras,8209.059581393101,2,2,9500,71.0,0.135
Cheras,6978.555472773049,1,0,9500,43.9,0.0
Bangsar,5674.78891741615,1,1,6500,31.4,0.049
Bukit Bintang,9207.322060355571,1,1,11000,49.0,0.083
Bukit Bintang,7816.129533223349,1,2,11000,48.1,0.156
Bukit Bintang,7812.801287902554,1,0,11000,48.1,0.0
Cheras,6125.59576874227,0,2,9500,54.6,0.018
Bangsar,4935.5135202439415,0,2,6500,48.7,0.012
Bukit Bintang,8848.299020388022,2,1,11000,68.2,0.083
Bangsar,5696.026889427907,2,0,6500,58.5,0.0
Cheras,7670.126129672082,2,1,9500,62.4,0.072
Cheras,6254.8893589918425,2,1,9500,55.3,0.072
Bangsar,5936.451146925127,2,0,6500,59.7,0.0
Bangsar,5266.579326435512,1,3,6500,35.3,0.0
Bangsar,5882.499796094541,2,1,6500,53.4,0.049
Bukit Bintang,9282.142872837958,2,0,11000,76.4,0.0
Bangsar,5350.004808661458,2,3,6500,56.8,0.0
Cheras,5413.279614718029,0,0,9500,36.1,0.0
Cheras,6000.733467423413,0,0,9500,39.0,0.0
Bangsar,5521.879074433596,1,2,6500,36.6,0.092
Bukit Bintang,8612.54552175711,1,1,11000,46.1,0.083
Cheras,4879.0509230721755,0,3,9500,33.4,0.0
Bukit Bintang,8627.880216979074,2,2,11000,73.1,0.156
Bukit Bintang,8874.219920986132,2,0,11000,74.4,0.0
Bangsar,5873.892491638893,2,1,6500,53.4,0.049
Cheras,7214.811197526084,2,3,9500,66.1,0.0
Cheras,6591.565529884508,1,3,9500,42.0,0.0
Cheras,7879.055844203625,1,3,9500,48.4,0.0
Bukit Bintang,8735.927910785922,2,2,11000,73.7,0.156
Bukit Bintang,8238.492300690461,2,2,11000,71.2,0.156
Bukit Bintang,9714.630719277273,2,1,11000,72.6,0.083
Bangsar,5211.920783113539,0,2,6500,50.1,0.012
Cheras,8183.617886755673,2,2,9500,70.9,0.135
Bukit Bintang,8475.755593494054,2,0,11000,72.4,0.0
Bukit Bintang,8407.428831052805,2,3,11000,72.0,0.0
Bangsar,5289.011133174259,2,3,6500,56.4,0.0
Cheras,5792.480265226186,0,2,9500,53.0,0.018
Bangsar,4966.974444218278,1,3,6500,33.8,0.0
Bangsar,4273.188207730572,0,0,6500,30.4,0.0
Bangsar,5169.119003791903,1,3,6500,34.8,0.0
Cheras,5557.019248213353,0,0,9500,36.8,0.0
Bangsar,6353.8549687877,2,1,6500,55.8,0.049
Cheras,6405.942178989697,2,0,9500,62.0,0.0
Cheras,6648.256520966294,2,0,9500,63.2,0.0
Bukit Bintang,8620.054440189348,2,0,11000,73.1,0.0
Bukit Bintang,9155.729695596267,1,0,11000,54.8,0.0
Bukit Bintang,8440.891232976506,2,1,11000,66.2,0.083
Bukit Bintang,8516.060257848098,1,2,11000,51.6,0.156
Cheras,7006.828841985195,2,1,9500,59.0,0.072
Cheras,7621.592723141772,2,2,9500,68.1,0.135
Cheras,5584.089665697499,0,3,9500,36.9,0.0
Cheras,7534.429399761496,1,2,9500,46.7,0.135
Bukit Bintang,8057.044180438403,1,0,11000,49.3,0.0
Bangsar,4679.565681185784,2,0,6500,53.4,0.0
Bukit Bintang,8775.805777782878,2,0,11000,73.9,0.0
Cheras,6258.062849144764,0,3,9500,40.3,0.0
Bukit Bintang,7375.048888847992,0,0,11000,45.9,0.0
Bukit Bintang,7949.76469335282,2,3,11000,69.7,0.0
Bukit Bintang,7411.95622225632,2,0,11000,67.1,0.0
Cheras,6888.521042778872,1,0,9500,43.4,0.0
Cheras,6610.031184902876,1,3,9500,42.1,0.0
Cheras,8055.511473419638,1,3,9500,49.3,0.0
Cheras,7520.479980867325,2,3,9500,67.6,0.0
Cheras,7107.38295768453,2,1,9500,59.5,0.072
Cheras,5582.378894635913,0,0,9500,36.9,0.0
Bangsar,4389.452865249735,0,0,6500,30.9,0.0
Bangsar,5778.942617637699,1,2,6500,37.9,0.092
Cheras,6337.31575468173,0,1,9500,34.7,0.072
Cheras,6446.904637519064,2,0,9500,62.2,0.0
Bukit Bintang,7730.274409343709,2,0,11000,68.7,0.0
Bangsar,5172.765311816375,2,3,6500,55.9,0.0
Cheras,6241.003465799881,2,1,9500,55.2,0.072
Cheras,6288.14499742149,2,1,9500,55.4,0.072
Cheras,6896.6606875275265,1,2,9500,43.5,0.135
Bangsar,5891.661888202694,2,0,6500,59.5,0.0
Bukit Bintang,8063.670717056372,1,2,11000,49.3,0.156
Bukit Bintang,8620.296738786763,2,0,11000,73.1,0.0
Bukit Bintang,7921.390991281602,2,2,11000,69.6,0.156
Bangsar,5230.27031527977,2,2,6500,56.2,0.092
Cheras,6433.310668948443,1,2,9500,41.2,0.135
Cheras,7052.402076899298,2,0,9500,65.3,0.0
Bangsar,5475.738420273295,2,1,6500,51.4,0.049
Bukit Bintang,8286.350995636127,2,1,11000,65.4,0.083
Cheras,6979.37425430067,1,0,9500,43.9,0.0
Bukit Bintang,8416.31777049411,1,1,11000,45.1,0.083
Bangsar,4531.487253531381,0,3,6500,31.7,0.0
Bangsar,5048.485621981968,1,3,6500,34.2,0.0
Cheras,6006.198669778905,2,1,9500,54.0,0.072
Cheras,6888.17291923887,1,0,9500,43.4,0.0
Cheras,7082.033768344061,2,3,9500,65.4,0.0
Bangsar,5608.033431188633,2,3,6500,58.0,0.0
Cheras,7110.699687628656,2,3,9500,65.6,0.0
Bukit Bintang,7321.404000357372,0,3,11000,45.6,0.0
Cheras,6315.8751249538445,1,2,9500,40.6,0.135
Bukit Bintang,8392.72730233455,2,0,11000,72.0,0.0
Bangsar,5266.445897781576,2,0,6500,56.3,0.0
Cheras,6320.322102672841,0,2,9500,55.6,0.018
Bukit Bintang,8616.269961255563,2,3,11000,73.1,0.0
Bangsar,5297.8282132326485,2,3,6500,56.5,0.0
Cheras,6954.991510078547,2,1,9500,58.8,0.072
Cheras,6987.195342397873,2,3,9500,64.9,0.0
Cheras,7601.21976758948,1,3,9500,47.0,0.0
Cheras,6178.928831710159,1,3,9500,39.9,0.0
Cheras,7216.554978986163,2,3,9500,66.1,0.0
Bukit Bintang,8124.221781564444,2,3,11000,70.6,0.0
Bangsar,5952.099753043047,1,1,6500,32.8,0.049
Cheras,5815.6517382826905,0,2,9500,53.1,0.018
Bangsar,5689.635252206294,2,0,6500,58.4,0.0
Cheras,6316.068792127309,2,3,9500,61.6,0.0
Bukit Bintang,8411.574539937505,2,1,11000,66.1,0.083
Bukit Bintang,8455.727325917853,2,2,11000,72.3,0.156
Cheras,7102.4403897554985,1,1,9500,38.5,0.072
Bangsar,5687.346995195053,2,0,6500,58.4,0.0
Bangsar,5413.338916085378,2,0,6500,57.1,0.0
Cheras,6775.261986419028,2,1,9500,57.9,0.072
Bukit Bintang,7032.969960010794,0,0,11000,44.2,0.0
Cheras,6787.524401368431,1,0,9500,42.9,0.0
Bukit Bintang,8785.300794659803,2,0,11000,73.9,0.0
Bangsar,5528.630735178515,2,2,6500,57.6,0.092
Cheras,6959.155045453623,2,0,9500,64.8,0.0
Bangsar,5351.914504342984,2,2,6500,56.8,0.092
Cheras,7205.089230956818,2,3,9500,66.0,0.0
Bangsar,5607.561211902511,2,1,6500,52.0,0.049
Cheras,7124.030288985309,1,0,9500,44.6,0.0
Cheras,6187.019877693476,2,3,9500,60.9,0.0
Bukit Bintang,9101.913128650845,2,3,11000,75.5,0.0
Bangsar,4664.000147085826,1,1,6500,26.3,0.049
Cheras,7854.426594908947,2,2,9500,69.3,0.135
Bukit Bintang,8033.653601521079,1,1,11000,43.2,0.083
Bukit Bintang,7308.494955587044,1,0,11000,45.5,0.0
Cheras,5777.852188008226,0,0,9500,37.9,0.0
Bangsar,4003.6989051613396,0,3,6500,29.0,0.0
Bukit Bintang,7044.466026904233,0,0,11000,44.2,0.0
Bukit Bintang,9201.150758572174,2,3,11000,76.0,0.0
Bukit Bintang,8169.599916575727,1,3,11000,49.8,0.0
Cheras,7186.325288536424,2,0,9500,65.9,0.0
Bangsar,4939.580090234106,0,3,6500,33.7,0.0
Bangsar,4615.420727457922,2,2,6500,53.1,0.092
Cheras,6797.402477614187,1,1,9500,37.0,0.072
Cheras,5621.616690529297,0,1,9500,31.1,0.072
Cheras,6734.40055820887,1,0,9500,42.7,0.0
Bukit Bintang,8420.771044986628,1,0,11000,51.1,0.0
Bukit Bintang,8718.733394970823,2,1,11000,67.6,0.083
Bukit Bintang,8821.554547998885,1,1,11000,47.1,0.083
Cheras,7908.293954789969,1,0,9500,48.5,0.0
Bukit Bintang,8341.325553239507,1,1,11000,44.7,0.083
Bukit Bintang,6787.671802741289,0,0,11000,42.9,0.0
Cheras,6585.264515156434,0,0,9500,41.9,0.0
Cheras,6512.850832547069,1,0,9500,41.6,0.0
Cheras,7901.22912264349,1,2,9500,48.5,0.135
Cheras,5608.037021554356,0,3,9500,37.0,0.0
Bukit Bintang,7979.6964116273375,2,3,11000,69.9,0.0
Cheras,7949.316888378403,1,3,9500,48.7,0.0
Cheras,6293.55245041724,2,2,9500,61.5,0.135
Cheras,5722.489708742906,0,1,9500,31.6,0.072
Bukit Bintang,7089.632919430702,0,0,11000,44.4,0.0
Bangsar,6296.378032996272,2,1,6500,55.5,0.049
Bangsar,5776.1918325897495,1,3,6500,37.9,0.0
Bangsar,4640.029047873316,0,0,6500,32.2,0.0
Bangsar,5579.364346711975,2,0,6500,57.9,0.0
Cheras,6809.859372488104,2,2,9500,64.0,0.135
Cheras,6465.014870142819,2,2,9500,62.3,0.135
Bangsar,4786.896834750874,1,0,6500,32.9,0.0
Bangsar,4976.739958328964,0,1,6500,27.9,0.049
Bangsar,5016.764936716709,1,2,6500,34.1,0.092
Bangsar,5563.707085492138,2,3,6500,57.8,0.0
Bukit Bintang,6831.080549812383,0,1,11000,37.2,0.083
Cheras,6784.707988563641,2,2,9500,63.9,0.135
Cheras,6700.3653594897005,2,3,9500,63.5,0.0
Bukit Bintang,6804.0526507821,0,0,11000,43.0,0.0
Cheras,7301.376251330934,2,0,9500,66.5,0.0
Cheras,6888.574904556647,2,1,9500,58.4,0.072
Bukit Bintang,8595.619715812289,1,0,11000,52.0,0.0
Bangsar,5753.967665048387,2,2,6500,58.8,0.092
Bukit Bintang,8675.807571793517,1,2,11000,52.4,0.156
Cheras,6570.457606115175,1,2,9500,41.9,0.135
Bukit Bintang,6609.559620948199,0,2,11000,57.0,0.021
Cheras,7213.904518814401,1,3,9500,45.1,0.0
Bukit Bintang,7748.902820798625,2,3,11000,68.7,0.0
Bangsar,5435.655016593857,2,3,6500,57.2,0.0
Bukit Bintang,7233.784760211657,0,2,11000,60.2,0.021
Bangsar,4697.7787013830975,2,3,6500,53.5,0.0
Bangsar,4283.798111797837,0,1,6500,24.4,0.049
Cheras,6880.093387185908,2,3,9500,64.4,0.0
Cheras,6727.332683270528,1,3,9500,42.6,0.0
Bukit Bintang,8216.790568633643,1,0,11000,50.1,0.0
Cheras,7182.550622298872,2,2,9500,65.9,0.135
Bangsar,4957.173572307358,1,0,6500,33.8,0.0
Bukit Bintang,8741.429067810837,1,3,11000,52.7,0.0
Bangsar,4954.728285149873,1,2,6500,33.8,0.092
Bukit Bintang,8149.896367967177,1,1,11000,43.7,0.083
Cheras,6055.422046182974,0,3,9500,39.3,0.0
Bukit Bintang,9425.17139936526,2,0,11000,77.1,0.0
Bukit Bintang,8223.730096949483,1,0,11000,50.1,0.0
Bukit Bintang,8579.223220324973,2,1,11000,66.9,0.083
Bangsar,5914.233512839102,1,2,6500,38.6,0.092
Bangsar,6264.7122939380915,2,2,6500,61.3,0.092
Bukit Bintang,8694.837674601931,1,1,11000,46.5,0.083
